Дата;Дата с разбивкой по 30 минут;Прибыль на момент времени;Точка продаж
24.05.2022;2022-05-24 18:30:00.000;2 510;Точка продаж 25
24.05.2022;2022-05-24 19:00:00.000;3 010;Точка продаж 25
24.05.2022;2022-05-24 19:30:00.000;1 232,5;Точка продаж 25
24.05.2022;2022-05-24 20:00:00.000;7 745;Точка продаж 25
24.05.2022;2022-05-24 20:30:00.000;1 645;Точка продаж 25
24.05.2022;2022-05-24 21:00:00.000;4 305;Точка продаж 25
24.05.2022;2022-05-24 21:30:00.000;3 047,5;Точка продаж 25
24.05.2022;2022-05-24 22:00:00.000;4 757,5;Точка продаж 25
24.05.2022;2022-05-24 22:30:00.000;5 380;Точка продаж 25
24.05.2022;2022-05-24 23:00:00.000;2 565;Точка продаж 25
24.05.2022;2022-05-24 23:30:00.000;3 275;Точка продаж 25
24.05.2022;2022-05-24 05:30:00.000;200;Точка продаж 26
24.05.2022;2022-05-24 11:30:00.000;3 625;Точка продаж 26
24.05.2022;2022-05-24 17:00:00.000;6 350;Точка продаж 26
24.05.2022;2022-05-24 20:30:00.000;4 170;Точка продаж 26
24.05.2022;2022-05-24 21:30:00.000;250;Точка продаж 26
24.05.2022;2022-05-24 22:00:00.000;6 200;Точка продаж 26
24.05.2022;2022-05-24 22:30:00.000;280;Точка продаж 26
24.05.2022;2022-05-24 23:00:00.000;200;Точка продаж 26
24.05.2022;2022-05-24 00:00:00.000;3 292;Точка продаж 28
24.05.2022;2022-05-24 00:30:00.000;5 561;Точка продаж 28
24.05.2022;2022-05-24 01:00:00.000;2 907,5;Точка продаж 28
24.05.2022;2022-05-24 01:30:00.000;604;Точка продаж 28
24.05.2022;2022-05-24 02:00:00.000;385;Точка продаж 28
24.05.2022;2022-05-24 04:30:00.000;475;Точка продаж 28
24.05.2022;2022-05-24 05:00:00.000;250;Точка продаж 28
24.05.2022;2022-05-24 05:30:00.000;150;Точка продаж 28
24.05.2022;2022-05-24 06:00:00.000;1 529;Точка продаж 28
24.05.2022;2022-05-24 06:30:00.000;3 755;Точка продаж 28
24.05.2022;2022-05-24 07:00:00.000;5 298,5;Точка продаж 28
24.05.2022;2022-05-24 07:30:00.000;4 266,5;Точка продаж 28
24.05.2022;2022-05-24 08:00:00.000;4 924,5;Точка продаж 28
24.05.2022;2022-05-24 08:30:00.000;6 465;Точка продаж 28
24.05.2022;2022-05-24 09:00:00.000;10 310;Точка продаж 28
24.05.2022;2022-05-24 09:30:00.000;8 573;Точка продаж 28
24.05.2022;2022-05-24 10:00:00.000;10 758;Точка продаж 28
24.05.2022;2022-05-24 10:30:00.000;10 450;Точка продаж 28
24.05.2022;2022-05-24 11:00:00.000;8 918,5;Точка продаж 28
24.05.2022;2022-05-24 11:30:00.000;6 573,5;Точка продаж 28
24.05.2022;2022-05-24 12:00:00.000;17 027,5;Точка продаж 28
24.05.2022;2022-05-24 12:30:00.000;5 442,5;Точка продаж 28
24.05.2022;2022-05-24 13:00:00.000;4 459,5;Точка продаж 28
24.05.2022;2022-05-24 13:30:00.000;4 036,5;Точка продаж 28
24.05.2022;2022-05-24 14:00:00.000;4 627,5;Точка продаж 28
24.05.2022;2022-05-24 14:30:00.000;3 115;Точка продаж 28
24.05.2022;2022-05-24 15:00:00.000;4 167,5;Точка продаж 28
24.05.2022;2022-05-24 15:30:00.000;5 450;Точка продаж 28
24.05.2022;2022-05-24 16:00:00.000;5 455;Точка продаж 28
24.05.2022;2022-05-24 16:30:00.000;3 995;Точка продаж 28
24.05.2022;2022-05-24 17:00:00.000;6 099;Точка продаж 28
24.05.2022;2022-05-24 17:30:00.000;7 514,5;Точка продаж 28
24.05.2022;2022-05-24 18:00:00.000;9 662;Точка продаж 28
24.05.2022;2022-05-24 18:30:00.000;16 642;Точка продаж 28
24.05.2022;2022-05-24 19:00:00.000;11 706;Точка продаж 28
24.05.2022;2022-05-24 19:30:00.000;7 907;Точка продаж 28
24.05.2022;2022-05-24 20:00:00.000;9 796;Точка продаж 28
24.05.2022;2022-05-24 20:30:00.000;4 852,5;Точка продаж 28
24.05.2022;2022-05-24 21:00:00.000;3 527,5;Точка продаж 28
24.05.2022;2022-05-24 21:30:00.000;2 008;Точка продаж 28
24.05.2022;2022-05-24 22:00:00.000;4 016;Точка продаж 28
24.05.2022;2022-05-24 22:30:00.000;6 386,5;Точка продаж 28
24.05.2022;2022-05-24 23:00:00.000;4 460,5;Точка продаж 28
24.05.2022;2022-05-24 23:30:00.000;10 579,5;Точка продаж 28
24.05.2022;2022-05-24 00:00:00.000;3 290,5;Точка продаж 3
24.05.2022;2022-05-24 00:30:00.000;2 020,5;Точка продаж 3
24.05.2022;2022-05-24 01:00:00.000;169;Точка продаж 3
24.05.2022;2022-05-24 01:30:00.000;393,5;Точка продаж 3
24.05.2022;2022-05-24 02:00:00.000;174,5;Точка продаж 3
24.05.2022;2022-05-24 02:30:00.000;696;Точка продаж 3
24.05.2022;2022-05-24 03:30:00.000;109,5;Точка продаж 3
24.05.2022;2022-05-24 04:00:00.000;831;Точка продаж 3
24.05.2022;2022-05-24 04:30:00.000;1 233,5;Точка продаж 3
24.05.2022;2022-05-24 05:00:00.000;2 256;Точка продаж 3
24.05.2022;2022-05-24 05:30:00.000;1 840,5;Точка продаж 3
24.05.2022;2022-05-24 06:00:00.000;1 364,5;Точка продаж 3
24.05.2022;2022-05-24 06:30:00.000;3 823,5;Точка продаж 3
24.05.2022;2022-05-24 07:00:00.000;4 429,5;Точка продаж 3
24.05.2022;2022-05-24 07:30:00.000;6 459;Точка продаж 3
24.05.2022;2022-05-24 08:00:00.000;3 931,5;Точка продаж 3
24.05.2022;2022-05-24 08:30:00.000;3 489,5;Точка продаж 3
24.05.2022;2022-05-24 09:00:00.000;2 945;Точка продаж 3
24.05.2022;2022-05-24 09:30:00.000;2 871,5;Точка продаж 3
24.05.2022;2022-05-24 10:00:00.000;2 226,5;Точка продаж 3
24.05.2022;2022-05-24 10:30:00.000;1 841;Точка продаж 3
24.05.2022;2022-05-24 11:00:00.000;5 616,8;Точка продаж 3
24.05.2022;2022-05-24 11:30:00.000;6 703,5;Точка продаж 3
24.05.2022;2022-05-24 12:00:00.000;4 112;Точка продаж 3
24.05.2022;2022-05-24 12:30:00.000;10 221;Точка продаж 3
24.05.2022;2022-05-24 13:00:00.000;5 618;Точка продаж 3
24.05.2022;2022-05-24 13:30:00.000;5 300,5;Точка продаж 3
24.05.2022;2022-05-24 14:00:00.000;5 843;Точка продаж 3
24.05.2022;2022-05-24 14:30:00.000;7 581,5;Точка продаж 3
24.05.2022;2022-05-24 15:00:00.000;4 121,5;Точка продаж 3
24.05.2022;2022-05-24 15:30:00.000;4 743,5;Точка продаж 3
24.05.2022;2022-05-24 16:00:00.000;5 758,5;Точка продаж 3
24.05.2022;2022-05-24 16:30:00.000;8 839;Точка продаж 3
24.05.2022;2022-05-24 17:00:00.000;5 996,5;Точка продаж 3
24.05.2022;2022-05-24 17:30:00.000;5 402,5;Точка продаж 3
24.05.2022;2022-05-24 18:00:00.000;6 338;Точка продаж 3
24.05.2022;2022-05-24 18:30:00.000;5 725,5;Точка продаж 3
24.05.2022;2022-05-24 19:00:00.000;7 898;Точка продаж 3
24.05.2022;2022-05-24 19:30:00.000;6 089;Точка продаж 3
24.05.2022;2022-05-24 20:00:00.000;2 519;Точка продаж 3
24.05.2022;2022-05-24 20:30:00.000;3 747;Точка продаж 3
24.05.2022;2022-05-24 21:00:00.000;6 277,5;Точка продаж 3
24.05.2022;2022-05-24 21:30:00.000;5 506;Точка продаж 3
24.05.2022;2022-05-24 22:00:00.000;4 100;Точка продаж 3
24.05.2022;2022-05-24 22:30:00.000;6 037,5;Точка продаж 3
24.05.2022;2022-05-24 23:00:00.000;2 879,5;Точка продаж 3
24.05.2022;2022-05-24 23:30:00.000;3 137;Точка продаж 3
24.05.2022;2022-05-24 00:00:00.000;328,5;Точка продаж 4
24.05.2022;2022-05-24 01:00:00.000;527;Точка продаж 4
24.05.2022;2022-05-24 01:30:00.000;1 416;Точка продаж 4
24.05.2022;2022-05-24 03:00:00.000;2 251;Точка продаж 4
24.05.2022;2022-05-24 03:30:00.000;1 016,5;Точка продаж 4
24.05.2022;2022-05-24 04:00:00.000;721,5;Точка продаж 4
24.05.2022;2022-05-24 04:30:00.000;149;Точка продаж 4
24.05.2022;2022-05-24 05:30:00.000;1 334,5;Точка продаж 4
24.05.2022;2022-05-24 06:00:00.000;2 393;Точка продаж 4
24.05.2022;2022-05-24 06:30:00.000;905,5;Точка продаж 4
24.05.2022;2022-05-24 07:00:00.000;2 498,5;Точка продаж 4
24.05.2022;2022-05-24 07:30:00.000;1 020;Точка продаж 4
24.05.2022;2022-05-24 08:00:00.000;1 432;Точка продаж 4
24.05.2022;2022-05-24 08:30:00.000;6 256,5;Точка продаж 4
24.05.2022;2022-05-24 09:00:00.000;4 826,5;Точка продаж 4
24.05.2022;2022-05-24 09:30:00.000;3 477;Точка продаж 4
24.05.2022;2022-05-24 10:00:00.000;3 051;Точка продаж 4
24.05.2022;2022-05-24 10:30:00.000;985,5;Точка продаж 4
24.05.2022;2022-05-24 11:00:00.000;1 185,5;Точка продаж 4
24.05.2022;2022-05-24 11:30:00.000;3 298,5;Точка продаж 4
24.05.2022;2022-05-24 12:00:00.000;1 545,5;Точка продаж 4
24.05.2022;2022-05-24 12:30:00.000;1 936;Точка продаж 4
24.05.2022;2022-05-24 13:00:00.000;816,5;Точка продаж 4
24.05.2022;2022-05-24 13:30:00.000;3 520;Точка продаж 4
24.05.2022;2022-05-24 14:00:00.000;1 557;Точка продаж 4
24.05.2022;2022-05-24 14:30:00.000;2 910;Точка продаж 4
24.05.2022;2022-05-24 15:00:00.000;836,5;Точка продаж 4
24.05.2022;2022-05-24 15:30:00.000;1 096;Точка продаж 4
24.05.2022;2022-05-24 16:00:00.000;1 434,5;Точка продаж 4
24.05.2022;2022-05-24 16:30:00.000;2 677;Точка продаж 4
24.05.2022;2022-05-24 17:00:00.000;1 822;Точка продаж 4
24.05.2022;2022-05-24 17:30:00.000;4 774;Точка продаж 4
24.05.2022;2022-05-24 18:00:00.000;2 098,5;Точка продаж 4
24.05.2022;2022-05-24 18:30:00.000;801;Точка продаж 4
24.05.2022;2022-05-24 19:00:00.000;966,5;Точка продаж 4
24.05.2022;2022-05-24 19:30:00.000;1 601,5;Точка продаж 4
24.05.2022;2022-05-24 20:00:00.000;1 288,5;Точка продаж 4
24.05.2022;2022-05-24 20:30:00.000;955,5;Точка продаж 4
24.05.2022;2022-05-24 21:00:00.000;875,5;Точка продаж 4
24.05.2022;2022-05-24 21:30:00.000;1 438,5;Точка продаж 4
24.05.2022;2022-05-24 22:00:00.000;1 573,5;Точка продаж 4
24.05.2022;2022-05-24 22:30:00.000;3 271;Точка продаж 4
24.05.2022;2022-05-24 23:00:00.000;995,5;Точка продаж 4
24.05.2022;2022-05-24 23:30:00.000;691;Точка продаж 4
24.05.2022;2022-05-24 00:30:00.000;64,5;Точка продаж 5
24.05.2022;2022-05-24 01:00:00.000;173,5;Точка продаж 5
24.05.2022;2022-05-24 01:30:00.000;133;Точка продаж 5
24.05.2022;2022-05-24 02:30:00.000;308,5;Точка продаж 5
24.05.2022;2022-05-24 04:30:00.000;715;Точка продаж 5
24.05.2022;2022-05-24 05:00:00.000;1 206;Точка продаж 5
24.05.2022;2022-05-24 05:30:00.000;1 397,5;Точка продаж 5
24.05.2022;2022-05-24 06:00:00.000;1 579;Точка продаж 5
24.05.2022;2022-05-24 06:30:00.000;5 989,2;Точка продаж 5
24.05.2022;2022-05-24 07:00:00.000;2 437;Точка продаж 5
24.05.2022;2022-05-24 07:30:00.000;3 720,5;Точка продаж 5
24.05.2022;2022-05-24 08:00:00.000;3 856,5;Точка продаж 5
24.05.2022;2022-05-24 08:30:00.000;9 805,8;Точка продаж 5
24.05.2022;2022-05-24 09:00:00.000;4 075;Точка продаж 5
24.05.2022;2022-05-24 09:30:00.000;1 973,5;Точка продаж 5
24.05.2022;2022-05-24 10:00:00.000;5 537;Точка продаж 5
24.05.2022;2022-05-24 10:30:00.000;10 808,5;Точка продаж 5
24.05.2022;2022-05-24 11:00:00.000;7 066,5;Точка продаж 5
24.05.2022;2022-05-24 11:30:00.000;5 538,5;Точка продаж 5
24.05.2022;2022-05-24 12:00:00.000;10 992;Точка продаж 5
24.05.2022;2022-05-24 12:30:00.000;12 207,5;Точка продаж 5
24.05.2022;2022-05-24 13:00:00.000;18 438,3;Точка продаж 5
24.05.2022;2022-05-24 13:30:00.000;9 842,5;Точка продаж 5
24.05.2022;2022-05-24 14:00:00.000;11 776,2;Точка продаж 5
24.05.2022;2022-05-24 14:30:00.000;9 847,5;Точка продаж 5
24.05.2022;2022-05-24 15:00:00.000;9 498,5;Точка продаж 5
24.05.2022;2022-05-24 15:30:00.000;11 541,1;Точка продаж 5
24.05.2022;2022-05-24 16:00:00.000;10 165,5;Точка продаж 5
24.05.2022;2022-05-24 16:30:00.000;9 570,5;Точка продаж 5
24.05.2022;2022-05-24 17:00:00.000;13 600,5;Точка продаж 5
24.05.2022;2022-05-24 17:30:00.000;12 415,5;Точка продаж 5
24.05.2022;2022-05-24 18:00:00.000;5 647;Точка продаж 5
24.05.2022;2022-05-24 18:30:00.000;6 381,7;Точка продаж 5
24.05.2022;2022-05-24 19:00:00.000;10 199,7;Точка продаж 5
24.05.2022;2022-05-24 19:30:00.000;3 515;Точка продаж 5
24.05.2022;2022-05-24 20:00:00.000;7 509,5;Точка продаж 5
24.05.2022;2022-05-24 20:30:00.000;2 368;Точка продаж 5
24.05.2022;2022-05-24 21:00:00.000;1 113;Точка продаж 5
24.05.2022;2022-05-24 21:30:00.000;3 782;Точка продаж 5
24.05.2022;2022-05-24 22:00:00.000;2 695;Точка продаж 5
24.05.2022;2022-05-24 22:30:00.000;588;Точка продаж 5
24.05.2022;2022-05-24 23:00:00.000;1 005;Точка продаж 5
24.05.2022;2022-05-24 10:30:00.000;125;Точка продаж 6
24.05.2022;2022-05-24 11:00:00.000;125;Точка продаж 6
24.05.2022;2022-05-24 12:00:00.000;375;Точка продаж 6
24.05.2022;2022-05-24 12:30:00.000;1 025;Точка продаж 6
24.05.2022;2022-05-24 13:30:00.000;125;Точка продаж 6
24.05.2022;2022-05-24 14:00:00.000;375;Точка продаж 6
24.05.2022;2022-05-24 14:30:00.000;400;Точка продаж 6
24.05.2022;2022-05-24 15:00:00.000;750;Точка продаж 6
24.05.2022;2022-05-24 15:30:00.000;625;Точка продаж 6
24.05.2022;2022-05-24 16:00:00.000;550;Точка продаж 6
24.05.2022;2022-05-24 16:30:00.000;550;Точка продаж 6
24.05.2022;2022-05-24 17:30:00.000;375;Точка продаж 6
24.05.2022;2022-05-24 18:00:00.000;250;Точка продаж 6
24.05.2022;2022-05-24 18:30:00.000;875;Точка продаж 6
24.05.2022;2022-05-24 19:00:00.000;375;Точка продаж 6
24.05.2022;2022-05-24 19:30:00.000;150;Точка продаж 6
24.05.2022;2022-05-24 20:00:00.000;625;Точка продаж 6
24.05.2022;2022-05-24 20:30:00.000;250;Точка продаж 6
24.05.2022;2022-05-24 00:00:00.000;1 575;Точка продаж 7
24.05.2022;2022-05-24 01:00:00.000;2 250;Точка продаж 7
24.05.2022;2022-05-24 01:30:00.000;450;Точка продаж 7
24.05.2022;2022-05-24 02:00:00.000;900;Точка продаж 7
24.05.2022;2022-05-24 03:00:00.000;1 800;Точка продаж 7
24.05.2022;2022-05-24 03:30:00.000;900;Точка продаж 7
24.05.2022;2022-05-24 07:00:00.000;900;Точка продаж 7
24.05.2022;2022-05-24 08:00:00.000;2 850;Точка продаж 7
24.05.2022;2022-05-24 08:30:00.000;1 575;Точка продаж 7
24.05.2022;2022-05-24 09:00:00.000;675;Точка продаж 7
24.05.2022;2022-05-24 09:30:00.000;1 350;Точка продаж 7
24.05.2022;2022-05-24 12:00:00.000;1 800;Точка продаж 7
24.05.2022;2022-05-24 12:30:00.000;2 825;Точка продаж 7
24.05.2022;2022-05-24 13:00:00.000;1 475;Точка продаж 7
24.05.2022;2022-05-24 14:00:00.000;450;Точка продаж 7
24.05.2022;2022-05-24 14:30:00.000;900;Точка продаж 7
24.05.2022;2022-05-24 15:00:00.000;225;Точка продаж 7
24.05.2022;2022-05-24 16:00:00.000;225;Точка продаж 7
24.05.2022;2022-05-24 16:30:00.000;450;Точка продаж 7
24.05.2022;2022-05-24 17:00:00.000;225;Точка продаж 7
24.05.2022;2022-05-24 18:00:00.000;675;Точка продаж 7
24.05.2022;2022-05-24 18:30:00.000;225;Точка продаж 7
24.05.2022;2022-05-24 19:00:00.000;225;Точка продаж 7
24.05.2022;2022-05-24 19:30:00.000;900;Точка продаж 7
24.05.2022;2022-05-24 21:00:00.000;900;Точка продаж 7
24.05.2022;2022-05-24 22:00:00.000;225;Точка продаж 7
24.05.2022;2022-05-24 22:30:00.000;675;Точка продаж 7
24.05.2022;2022-05-24 23:00:00.000;1 125;Точка продаж 7
24.05.2022;2022-05-24 23:30:00.000;450;Точка продаж 7
24.05.2022;2022-05-24 00:00:00.000;3 849,5;Точка продаж 8
24.05.2022;2022-05-24 00:30:00.000;1 209;Точка продаж 8
24.05.2022;2022-05-24 01:00:00.000;783;Точка продаж 8
24.05.2022;2022-05-24 03:00:00.000;584;Точка продаж 8
24.05.2022;2022-05-24 03:30:00.000;773,5;Точка продаж 8
24.05.2022;2022-05-24 04:00:00.000;1 370,5;Точка продаж 8
24.05.2022;2022-05-24 04:30:00.000;2 087,5;Точка продаж 8
